event,resource,user_id,date,time
Opening Reminders,,220303,2021-11-05,00:14:10
Opening Reminders,,74009,2021-11-05,00:14:10
Opening Reminders,,784953,2021-11-05,00:14:11
New Submission,"Mission 14: Hungry Games Training, Part III",480282,2021-11-05,00:28:45
Forum Reply,L11,712312,2021-11-05,00:50:04
Forum Reply,L11,740971,2021-11-05,00:50:04
Forum Reply,L11,524098,2021-11-05,00:50:04
Forum Reply,L11,165233,2021-11-05,00:50:04
Forum Reply,L11,784953,2021-11-05,00:50:04
Forum Reply,L11,293451,2021-11-05,00:50:04
Forum Reply,L11,668103,2021-11-05,00:50:04
Forum Reply,L11,218033,2021-11-05,00:50:04
Forum Reply,L11,199368,2021-11-05,00:50:04
Forum Reply,L11,301261,2021-11-05,00:50:04
Forum Reply,L11,163690,2021-11-05,00:50:04
Forum Reply,L11,613876,2021-11-05,00:50:04
Forum Reply,L11,958143,2021-11-05,00:50:04
Forum Reply,L11,441817,2021-11-05,00:50:04
Forum Reply,L11,607980,2021-11-05,00:50:04
Forum Reply,L11,132976,2021-11-05,00:50:04
Forum Reply,L11,222448,2021-11-05,00:50:04
Forum Reply,L11,602359,2021-11-05,00:50:04
Forum Reply,L11,63129,2021-11-05,00:50:04
Forum Reply,L11,993307,2021-11-05,00:50:04
Forum Reply,L11,247842,2021-11-05,00:50:04
Forum Reply,L11,625770,2021-11-05,00:50:04
Forum Reply,L11,1764,2021-11-05,00:50:04
Forum Reply,L11,527072,2021-11-05,00:50:04
Forum Reply,L11,923952,2021-11-05,00:50:04
Forum Reply,L11,427085,2021-11-05,00:50:04
Forum Reply,L11,844066,2021-11-05,00:50:04
Forum Reply,L11,322809,2021-11-05,00:50:04
Forum Reply,L11,212834,2021-11-05,00:50:04
Forum Reply,L11,622602,2021-11-05,00:50:04
Forum Reply,L11,768899,2021-11-05,00:50:04
Forum Reply,L11,427765,2021-11-05,00:50:04
Forum Reply,L11,314976,2021-11-05,00:50:04
Forum Reply,L11,921075,2021-11-05,00:50:04
Forum Reply,L11,692960,2021-11-05,00:50:04
Forum Reply,L11,911469,2021-11-05,00:50:04
Forum Reply,L11,160050,2021-11-05,00:50:04
Forum Reply,L11,459240,2021-11-05,00:50:04
Forum Reply,L11,628709,2021-11-05,00:50:04
Forum Reply,L11,394711,2021-11-05,00:50:05
Forum Reply,L11,318067,2021-11-05,00:50:05
Forum Reply,L11,638205,2021-11-05,00:50:05
Forum Reply,L11,934474,2021-11-05,00:50:05
Forum Reply,L11,983325,2021-11-05,00:50:05
Forum Reply,L11,299845,2021-11-05,00:50:05
Forum Reply,L11,235267,2021-11-05,00:50:05
Forum Reply,L11,75596,2021-11-05,00:50:05
Forum Reply,L11,910501,2021-11-05,00:50:05
Forum Reply,L11,246082,2021-11-05,00:50:05
Forum Reply,L11,521479,2021-11-05,00:50:05
Forum Reply,L11,63796,2021-11-05,00:50:05
Forum Reply,L11,272518,2021-11-05,00:50:05
Forum Reply,L11,88898,2021-11-05,00:50:05
Forum Reply,L11,263673,2021-11-05,00:50:05
Forum Reply,L11,468904,2021-11-05,00:50:05
Forum Reply,L11,593331,2021-11-05,00:50:05
Forum Reply,L11,381373,2021-11-05,00:50:05
Forum Reply,L11,743010,2021-11-05,00:50:05
Forum Reply,L11,433605,2021-11-05,00:50:05
Forum Reply,L11,263046,2021-11-05,00:50:05
Forum Reply,L11,863661,2021-11-05,00:50:05
Forum Reply,L11,633203,2021-11-05,00:50:05
Forum Reply,L11,245173,2021-11-05,00:50:05
Forum Reply,L11,402538,2021-11-05,00:50:05
Forum Reply,L11,958341,2021-11-05,00:50:05
Forum Reply,L11,917119,2021-11-05,00:50:05
Forum Reply,L11,336220,2021-11-05,00:50:05
Forum Reply,L11,53783,2021-11-05,00:50:05
Forum Reply,L11,903753,2021-11-05,00:50:05
Forum Reply,L11,268330,2021-11-05,00:50:05
Forum Reply,L11,224655,2021-11-05,00:50:05
Forum Reply,L11,178784,2021-11-05,00:50:05
Forum Reply,L11,662026,2021-11-05,00:50:05
Forum Reply,L11,578164,2021-11-05,00:50:05
Forum Reply,L11,268679,2021-11-05,00:50:05
Forum Reply,L11,22455,2021-11-05,00:50:05
Forum Reply,L11,72138,2021-11-05,00:50:05
Forum Reply,L11,609023,2021-11-05,00:50:05
Forum Reply,L11,10269,2021-11-05,00:50:05
Forum Reply,L11,71741,2021-11-05,00:50:05
Forum Reply,L11,108290,2021-11-05,00:50:05
Forum Reply,L11,891539,2021-11-05,00:50:05
Forum Reply,L11,903806,2021-11-05,00:50:05
Forum Reply,L11,724897,2021-11-05,00:50:05
Forum Reply,L11,186291,2021-11-05,00:50:05
Forum Reply,L11,884132,2021-11-05,00:50:05
Forum Reply,L11,438692,2021-11-05,00:50:05
Forum Reply,L11,156979,2021-11-05,00:50:05
Forum Reply,L11,91855,2021-11-05,00:50:05
Forum Reply,L11,550383,2021-11-05,00:50:05
Forum Reply,L11,869849,2021-11-05,00:50:05
Forum Reply,L11,391799,2021-11-05,00:50:05
Forum Reply,L11,515615,2021-11-05,00:50:05
Forum Reply,L11,30132,2021-11-05,00:50:05
Comment,"Mission 14: Hungry Games Training, Part III: Question 1: TASK 1 AND TASK 2",336220,2021-11-05,00:56:50
Submission Graded,"Mission 14: Hungry Games Training, Part III",336220,2021-11-05,00:56:58
Forum Reply,L11,863661,2021-11-05,00:57:59
Forum Reply,L11,199368,2021-11-05,00:57:59
Forum Reply,L11,433605,2021-11-05,00:57:59
Forum Reply,L11,1764,2021-11-05,00:57:59
Forum Reply,L11,318067,2021-11-05,00:57:59
Forum Reply,L11,299845,2021-11-05,00:57:59
Forum Reply,L11,63129,2021-11-05,00:57:59
Forum Reply,L11,247842,2021-11-05,00:57:59
Forum Reply,L11,314976,2021-11-05,00:57:59
Forum Reply,L11,550383,2021-11-05,00:57:59
Forum Reply,L11,903753,2021-11-05,00:57:59
Forum Reply,L11,163690,2021-11-05,00:57:59
Forum Reply,L11,222448,2021-11-05,00:57:59
Forum Reply,L11,391799,2021-11-05,00:57:59
Forum Reply,L11,10269,2021-11-05,00:57:59
Forum Reply,L11,784953,2021-11-05,00:57:59
Forum Reply,L11,468904,2021-11-05,00:57:59
Forum Reply,L11,72138,2021-11-05,00:57:59
Forum Reply,L11,268330,2021-11-05,00:57:59
Forum Reply,L11,515615,2021-11-05,00:57:59
Forum Reply,L11,628709,2021-11-05,00:57:59
Forum Reply,L11,160050,2021-11-05,00:57:59
Forum Reply,L11,993307,2021-11-05,00:58:00
Forum Reply,L11,934474,2021-11-05,00:58:00
Forum Reply,L11,983325,2021-11-05,00:58:00
Forum Reply,L11,903806,2021-11-05,00:58:00
Forum Reply,L11,607980,2021-11-05,00:58:00
Forum Reply,L11,156979,2021-11-05,00:58:00
Forum Reply,L11,22455,2021-11-05,00:58:00
Forum Reply,L11,662026,2021-11-05,00:58:00
Forum Reply,L11,524098,2021-11-05,00:58:00
Forum Reply,L11,394711,2021-11-05,00:58:00
Forum Reply,L11,88898,2021-11-05,00:58:00
Forum Reply,L11,743010,2021-11-05,00:58:00
Forum Reply,L11,527072,2021-11-05,00:58:00
Forum Reply,L11,638205,2021-11-05,00:58:00
Forum Reply,L11,768899,2021-11-05,00:58:00
Forum Reply,L11,958341,2021-11-05,00:58:00
Forum Reply,L11,186291,2021-11-05,00:58:00
Forum Reply,L11,30132,2021-11-05,00:58:00
Forum Reply,L11,459240,2021-11-05,00:58:00
Forum Reply,L11,427085,2021-11-05,00:58:00
Forum Reply,L11,578164,2021-11-05,00:58:00
Forum Reply,L11,622602,2021-11-05,00:58:00
Forum Reply,L11,427765,2021-11-05,00:58:00
Forum Reply,L11,613876,2021-11-05,00:58:00
Forum Reply,L11,724897,2021-11-05,00:58:00
Forum Reply,L11,692960,2021-11-05,00:58:00
Forum Reply,L11,593331,2021-11-05,00:58:00
Forum Reply,L11,165233,2021-11-05,00:58:00
Forum Reply,L11,740971,2021-11-05,00:58:00
Forum Reply,L11,263673,2021-11-05,00:58:00
Forum Reply,L11,272518,2021-11-05,00:58:00
Forum Reply,L11,63796,2021-11-05,00:58:00
Forum Reply,L11,609023,2021-11-05,00:58:00
Forum Reply,L11,263046,2021-11-05,00:58:00
Forum Reply,L11,923952,2021-11-05,00:58:00
Forum Reply,L11,917119,2021-11-05,00:58:00
Forum Reply,L11,602359,2021-11-05,00:58:00
Forum Reply,L11,71741,2021-11-05,00:58:00
Forum Reply,L11,625770,2021-11-05,00:58:00
Forum Reply,L11,268679,2021-11-05,00:58:00
Forum Reply,L11,235267,2021-11-05,00:58:01
Forum Reply,L11,633203,2021-11-05,00:58:01
Forum Reply,L11,381373,2021-11-05,00:58:01
Forum Reply,L11,246082,2021-11-05,00:58:01
Forum Reply,L11,910501,2021-11-05,00:58:01
Forum Reply,L11,402538,2021-11-05,00:58:01
Forum Reply,L11,884132,2021-11-05,00:58:01
Forum Reply,L11,245173,2021-11-05,00:58:01
Forum Reply,L11,438692,2021-11-05,00:58:01
Forum Reply,L11,132976,2021-11-05,00:58:01
Forum Reply,L11,75596,2021-11-05,00:58:01
Forum Reply,L11,921075,2021-11-05,00:58:01
Forum Reply,L11,958143,2021-11-05,00:58:03
Forum Reply,L11,712312,2021-11-05,00:58:03
Forum Reply,L11,891539,2021-11-05,00:58:03
Forum Reply,L11,844066,2021-11-05,00:58:03
Forum Reply,L11,108290,2021-11-05,00:58:03
Forum Reply,L11,91855,2021-11-05,00:58:03
Forum Reply,L11,293451,2021-11-05,00:58:03
Forum Reply,L11,178784,2021-11-05,00:58:03
Forum Reply,L11,301261,2021-11-05,00:58:03
Forum Reply,L11,53783,2021-11-05,00:58:03
Forum Reply,L11,668103,2021-11-05,00:58:03
Forum Reply,L11,521479,2021-11-05,00:58:03
Forum Reply,L11,224655,2021-11-05,00:58:03
Forum Reply,L11,218033,2021-11-05,00:58:03
Forum Reply,L11,322809,2021-11-05,00:58:03
Forum Reply,L11,212834,2021-11-05,00:58:03
Forum Reply,L11,441817,2021-11-05,00:58:03
Forum Reply,L11,336220,2021-11-05,00:58:03
Forum Reply,L11,869849,2021-11-05,00:58:03
Forum Reply,L11,911469,2021-11-05,00:58:04
Comment,CS1010S AY2014/15 Sem 1 Practical Exam: Question 4: 2B. AVG PSI,478693,2021-11-05,00:58:43
Forum Reply,L11,768899,2021-11-05,01:02:45
Forum Reply,L11,441817,2021-11-05,01:02:45
Forum Reply,L11,212834,2021-11-05,01:02:45
Forum Reply,L11,911469,2021-11-05,01:02:45
Forum Reply,L11,222448,2021-11-05,01:02:46
Forum Reply,L11,336220,2021-11-05,01:02:46
Forum Reply,L11,108290,2021-11-05,01:02:46
Forum Reply,L11,958341,2021-11-05,01:02:46
Forum Reply,L11,160050,2021-11-05,01:02:46
Forum Reply,L11,199368,2021-11-05,01:02:46
Forum Reply,L11,724897,2021-11-05,01:02:46
Forum Reply,L11,318067,2021-11-05,01:02:46
Forum Reply,L11,165233,2021-11-05,01:02:46
Forum Reply,L11,268679,2021-11-05,01:02:46
Forum Reply,L11,844066,2021-11-05,01:02:46
Forum Reply,L11,468904,2021-11-05,01:02:46
Forum Reply,L11,427085,2021-11-05,01:02:46
Forum Reply,L11,917119,2021-11-05,01:02:46
Forum Reply,L11,593331,2021-11-05,01:02:46
Forum Reply,L11,88898,2021-11-05,01:02:46
Forum Reply,L11,53783,2021-11-05,01:02:46
Forum Reply,L11,314976,2021-11-05,01:02:46
Forum Reply,L11,301261,2021-11-05,01:02:46
Forum Reply,L11,923952,2021-11-05,01:02:46
Forum Reply,L11,268330,2021-11-05,01:02:46
Forum Reply,L11,72138,2021-11-05,01:02:46
Forum Reply,L11,263046,2021-11-05,01:02:46
Forum Reply,L11,299845,2021-11-05,01:02:46
Forum Reply,L11,63796,2021-11-05,01:02:46
Forum Reply,L11,391799,2021-11-05,01:02:46
Forum Reply,L11,263673,2021-11-05,01:02:46
Forum Reply,L11,91855,2021-11-05,01:02:46
Forum Reply,L11,224655,2021-11-05,01:02:46
Forum Reply,L11,993307,2021-11-05,01:02:46
Forum Reply,L11,668103,2021-11-05,01:02:46
Forum Reply,L11,521479,2021-11-05,01:02:46
Forum Reply,L11,891539,2021-11-05,01:02:46
Forum Reply,L11,293451,2021-11-05,01:02:46
Forum Reply,L11,433605,2021-11-05,01:02:46
Forum Reply,L11,550383,2021-11-05,01:02:46
Forum Reply,L11,628709,2021-11-05,01:02:46
Forum Reply,L11,740971,2021-11-05,01:02:46
Forum Reply,L11,322809,2021-11-05,01:02:46
Forum Reply,L11,272518,2021-11-05,01:02:46
Forum Reply,L11,163690,2021-11-05,01:02:46
Forum Reply,L11,622602,2021-11-05,01:02:46
Forum Reply,L11,903753,2021-11-05,01:02:46
Forum Reply,L11,638205,2021-11-05,01:02:46
Forum Reply,L11,958143,2021-11-05,01:02:46
Forum Reply,L11,247842,2021-11-05,01:02:46
Forum Reply,L11,712312,2021-11-05,01:02:46
Forum Reply,L11,63129,2021-11-05,01:02:46
Forum Reply,L11,983325,2021-11-05,01:02:46
Forum Reply,L11,218033,2021-11-05,01:02:46
Forum Reply,L11,609023,2021-11-05,01:02:46
Forum Reply,L11,178784,2021-11-05,01:02:46
Forum Reply,L11,1764,2021-11-05,01:02:46
Forum Reply,L11,662026,2021-11-05,01:02:46
Forum Reply,L11,869849,2021-11-05,01:02:46
Forum Reply,L11,71741,2021-11-05,01:02:47
Forum Reply,L11,381373,2021-11-05,01:02:47
Forum Reply,L11,75596,2021-11-05,01:02:47
Forum Reply,L11,524098,2021-11-05,01:02:47
Forum Reply,L11,246082,2021-11-05,01:02:47
Forum Reply,L11,921075,2021-11-05,01:02:47
Forum Reply,L11,578164,2021-11-05,01:02:47
Forum Reply,L11,30132,2021-11-05,01:02:47
Forum Reply,L11,613876,2021-11-05,01:02:47
Forum Reply,L11,910501,2021-11-05,01:02:47
Forum Reply,L11,884132,2021-11-05,01:02:47
Forum Reply,L11,427765,2021-11-05,01:02:47
Forum Reply,L11,459240,2021-11-05,01:02:47
Forum Reply,L11,784953,2021-11-05,01:02:47
Forum Reply,L11,903806,2021-11-05,01:02:47
Forum Reply,L11,235267,2021-11-05,01:02:47
Forum Reply,L11,607980,2021-11-05,01:02:47
Forum Reply,L11,743010,2021-11-05,01:02:47
Forum Reply,L11,438692,2021-11-05,01:02:47
Forum Reply,L11,842398,2021-11-05,01:02:47
Forum Reply,L11,692960,2021-11-05,01:02:47
Forum Reply,L11,934474,2021-11-05,01:02:47
Forum Reply,L11,625770,2021-11-05,01:02:47
Forum Reply,L11,156979,2021-11-05,01:02:47
Forum Reply,L11,602359,2021-11-05,01:02:47
Forum Reply,L11,245173,2021-11-05,01:02:47
Forum Reply,L11,394711,2021-11-05,01:02:47
Forum Reply,L11,633203,2021-11-05,01:02:47
Forum Reply,L11,527072,2021-11-05,01:02:47
Forum Reply,L11,402538,2021-11-05,01:02:47
Forum Reply,L11,132976,2021-11-05,01:02:47
Forum Reply,L11,10269,2021-11-05,01:02:48
Forum Reply,L11,515615,2021-11-05,01:02:48
Forum Reply,L11,863661,2021-11-05,01:02:48
Forum Reply,L11,22455,2021-11-05,01:02:49
Forum Reply,L11,186291,2021-11-05,01:02:49
Forum Reply,L11,668103,2021-11-05,01:05:51
Forum Reply,L11,165233,2021-11-05,01:05:51
Forum Reply,L11,891539,2021-11-05,01:05:51
Forum Reply,L11,91855,2021-11-05,01:05:51
Forum Reply,L11,958143,2021-11-05,01:05:51
Forum Reply,L11,628709,2021-11-05,01:05:51
Forum Reply,L11,224655,2021-11-05,01:05:51
Forum Reply,L11,625770,2021-11-05,01:05:51
Forum Reply,L11,108290,2021-11-05,01:05:51
Forum Reply,L11,218033,2021-11-05,01:05:51
Forum Reply,L11,318067,2021-11-05,01:05:51
Forum Reply,L11,433605,2021-11-05,01:05:51
Forum Reply,L11,622602,2021-11-05,01:05:51
Forum Reply,L11,1764,2021-11-05,01:05:51
Forum Reply,L11,724897,2021-11-05,01:05:51
Forum Reply,L11,247842,2021-11-05,01:05:51
Forum Reply,L11,863661,2021-11-05,01:05:51
Forum Reply,L11,521479,2021-11-05,01:05:51
Forum Reply,L11,869849,2021-11-05,01:05:51
Forum Reply,L11,263673,2021-11-05,01:05:51
Forum Reply,L11,903753,2021-11-05,01:05:51
Forum Reply,L11,178784,2021-11-05,01:05:51
Forum Reply,L11,712312,2021-11-05,01:05:51
Forum Reply,L11,293451,2021-11-05,01:05:51
Forum Reply,L11,263046,2021-11-05,01:05:51
Forum Reply,L11,212834,2021-11-05,01:05:51
Forum Reply,L11,268330,2021-11-05,01:05:51
Forum Reply,L11,322809,2021-11-05,01:05:51
Forum Reply,L11,607980,2021-11-05,01:05:51
Forum Reply,L11,740971,2021-11-05,01:05:51
Forum Reply,L11,222448,2021-11-05,01:05:51
Forum Reply,L11,299845,2021-11-05,01:05:51
Forum Reply,L11,934474,2021-11-05,01:05:51
Forum Reply,L11,911469,2021-11-05,01:05:51
Forum Reply,L11,768899,2021-11-05,01:05:51
Forum Reply,L11,427085,2021-11-05,01:05:51
Forum Reply,L11,602359,2021-11-05,01:05:51
Forum Reply,L11,923952,2021-11-05,01:05:51
Forum Reply,L11,199368,2021-11-05,01:05:51
Forum Reply,L11,63129,2021-11-05,01:05:51
Forum Reply,L11,268679,2021-11-05,01:05:51
Forum Reply,L11,921075,2021-11-05,01:05:51
Forum Reply,L11,844066,2021-11-05,01:05:51
Forum Reply,L11,459240,2021-11-05,01:05:51
Forum Reply,L11,638205,2021-11-05,01:05:51
Forum Reply,L11,63796,2021-11-05,01:05:51
Forum Reply,L11,314976,2021-11-05,01:05:51
Forum Reply,L11,993307,2021-11-05,01:05:51
Forum Reply,L11,53783,2021-11-05,01:05:51
Forum Reply,L11,784953,2021-11-05,01:05:51
Forum Reply,L11,983325,2021-11-05,01:05:51
Forum Reply,L11,958341,2021-11-05,01:05:51
Forum Reply,L11,88898,2021-11-05,01:05:51
Forum Reply,L11,527072,2021-11-05,01:05:51
Forum Reply,L11,272518,2021-11-05,01:05:51
Forum Reply,L11,163690,2021-11-05,01:05:51
Forum Reply,L11,917119,2021-11-05,01:05:51
Forum Reply,L11,394711,2021-11-05,01:05:52
Forum Reply,L11,441817,2021-11-05,01:05:52
Forum Reply,L11,30132,2021-11-05,01:05:52
Forum Reply,L11,301261,2021-11-05,01:05:52
Forum Reply,L11,884132,2021-11-05,01:05:52
Forum Reply,L11,842398,2021-11-05,01:05:52
Forum Reply,L11,156979,2021-11-05,01:05:52
Forum Reply,L11,903806,2021-11-05,01:05:52
Forum Reply,L11,427765,2021-11-05,01:05:52
Forum Reply,L11,613876,2021-11-05,01:05:52
Forum Reply,L11,336220,2021-11-05,01:05:52
Forum Reply,L11,75596,2021-11-05,01:05:52
Forum Reply,L11,438692,2021-11-05,01:05:52
Forum Reply,L11,71741,2021-11-05,01:05:52
Forum Reply,L11,402538,2021-11-05,01:05:52
Forum Reply,L11,10269,2021-11-05,01:05:52
Forum Reply,L11,381373,2021-11-05,01:05:52
Forum Reply,L11,550383,2021-11-05,01:05:52
Forum Reply,L11,910501,2021-11-05,01:05:52
Forum Reply,L11,22455,2021-11-05,01:05:52
Forum Reply,L11,524098,2021-11-05,01:05:52
Forum Reply,L11,515615,2021-11-05,01:05:52
Forum Reply,L11,743010,2021-11-05,01:05:52
Forum Reply,L11,72138,2021-11-05,01:05:52
Forum Reply,L11,235267,2021-11-05,01:05:52
Forum Reply,L11,245173,2021-11-05,01:05:52
Forum Reply,L11,57967,2021-11-05,01:05:52
Forum Reply,L11,246082,2021-11-05,01:05:52
Forum Reply,L11,662026,2021-11-05,01:05:52
Forum Reply,L11,132976,2021-11-05,01:05:52
Forum Reply,L11,609023,2021-11-05,01:05:52
Forum Reply,L11,160050,2021-11-05,01:05:52
Forum Reply,L11,468904,2021-11-05,01:05:52
Forum Reply,L11,633203,2021-11-05,01:05:52
Forum Reply,L11,692960,2021-11-05,01:05:52
Forum Reply,L11,391799,2021-11-05,01:05:52
Forum Reply,L11,186291,2021-11-05,01:05:52
Forum Reply,L11,578164,2021-11-05,01:05:52
Forum Reply,L11,593331,2021-11-05,01:05:52
Comment,"Mission 13: Hungry Games Training, Part II: Question 1: Tasks 1 to 4 Creating Tribute Class",201619,2021-11-05,01:06:18
Comment,Lecture 7: Searching and Sorting: Question 5,663970,2021-11-05,01:10:55
Comment,Lecture 7: Searching and Sorting: Question 6,663970,2021-11-05,01:19:29
Annotation,Side Quest 8.1: To Infinity and Beyond!: Question 3: Task 1c: Function f,114663,2021-11-05,01:27:03
Comment,Side Quest 8.1: To Infinity and Beyond!: Question 4: Task 2: Velocity of spacecraft,114663,2021-11-05,01:28:37
Submission Graded,Side Quest 8.1: To Infinity and Beyond!,114663,2021-11-05,01:28:51
New Submission,Mission 7: Rogue Train,909142,2021-11-05,01:37:14
Comment,Side Quest 8.1: To Infinity and Beyond!: Question 4: Task 2: Velocity of spacecraft,160945,2021-11-05,01:38:56
Submission Graded,Side Quest 8.1: To Infinity and Beyond!,160945,2021-11-05,01:39:00
Comment,"Mission 14: Hungry Games Training, Part III: Question 1: TASK 1 AND TASK 2",842398,2021-11-05,01:39:55
Submission Graded,"Mission 14: Hungry Games Training, Part III",842398,2021-11-05,01:39:57
New Submission,"Mission 14: Hungry Games Training, Part III",829118,2021-11-05,01:43:04
Comment,"Mission 14: Hungry Games Training, Part III: Question 1: TASK 1 AND TASK 2",829118,2021-11-05,01:45:43
