video_id,channel_title,views,likes
rBs4AGCR3yU,falson,4751,13
k7XFlD5dzZQ,Amazing Timelapse,4646,12
zyPIdeF4NFI,Molly Burke,66706,4028
w7h--c54_O8,Rosanna Pansino,472974,25444
VPo2k2z7Xqg,The Key of Awesome,64650,2680
kbvS-aeEi-8,Giaco Whatever,77571,3350
APHgDFRpCi0,jbalvinVEVO,12254591,417924
IUkNNDg18mY,AnthonyPadilla,997541,60621
HUUsEgAe8x4,Brave Wilderness,2656318,45157
zmg9tVaMVd4,ShaniaTwainVEVO,1050989,13362
#NAME?,RealLifeLore,1961683,41900
F5D1x-OtGME,jacksfilms,900780,78834
WfjZ1otkS3o,USAFAOfficial,1093720,20287
YYwB63YslbA,CBC News,383968,4913
JhyTKIwar1k,Lele Pons,3214786,136512
8I8G5XQI9_w,barnabydixon,51935,5990
tmGMd2bqh6o,Casually Explained,705423,37292
KPqtlI3aJIE,SamSmithWorldVEVO,2781365,124979
rjINNeC0DFA,BBCRadio1VEVO,950043,34783
g85RGiOgUtI,Jackie Aina,715712,37435
_cu4FHyCcT8,DaveHax,412399,6548
EWeJ7OM3mo4,vlogbrothers,180804,9763
zqE-ultsWt0,SpaceX,2604207,47102
3X3xtRNb20s,David Guetta,1894817,83607
q3br7KKr67o,Laura in the Kitchen,82665,4582
#NAME?,Syracuse Orange sports on syracuse.com,2631,1
tp9aQXDFHbY,Simon's Cat,299817,10108
gLj21uNEzqA,DemiLovatoVEVO,1304773,88510
GO6qs83CHpc,The Royal Family Channel,15952413,61765
QlRWZuKPVoo,Ultra Music,1761586,31360
uKQ8iy3U1lw,Ryan Upchurch,458714,13049
e21VLQGCJTg,Reach Records,73490,3161
5Wiio4KoGe8,Maroon5VEVO,7481942,240499
03IUgOd4GH4,Liza Koshy,6450935,431684
b3NRvrmKeMA,CineFix,231248,9484
_Pom2EYv3NM,Kelly Clarkson,81027,3768
8rhb5wTCero,dodieVEVO,575963,87616
UQBNfV9sTCE,Salomondrin,254632,8144
4xbFVdoRzLQ,Real Engineering,384333,13379
aTF84_CqzxQ,Tyler H,221078,3194
439iY0844xI,SuperCarlinBrothers,529542,18782
Ap5hoCTkTUM,Anwar Jibawi,2076786,84686
7uOvL5eLpeE,JeremyCampVEVO,51402,2528
nIZb34JnFEw,SUPERFRUIT,174040,11744
5PaDeyRNUyc,Kylie Cosmetics,2580840,80726
_r5eTelhpmQ,DariusRuckerVEVO,51914,1880
FlwK54Qun3Q,ChrisYoungVEVO,78721,2895
AaGVAaGylgQ,Wendy Williams,647537,10833
QKy1OazdMD0,David Carter,214557,458
WQyiY5qC_us,ScreenJunkies News,52347,1235
JkqTeQHFoBY,Framestore,138900,1573
eHV5gHeVgH0,Washington Post,26964,274
B9SptdjpJBQ,AsapSCIENCE,1064374,49602
fmIGnd98DX4,CollegeHumor,921850,27654
pyb7UqbdYTs,AlexAionoVEVO,293290,23521
R3dQpGJQI18,FLETCHERVEVO,49099,4446
ZaB6kENkGVg,ColliderVideos,58454,1737
T58NGMrUp0M,Business Casual,74354,2052
De9hDyIN6JY,Lori Light,109024,736
xnSew-tCuPo,HomeMadeModern,697441,37350
cyN6GMY78D4,BØRNSmusicVEVO,134026,12202
GWKI-CoCCTU,Nile Wilson,196622,8048
i29zfPUHRAQ,Mike Gardner,6598,15
tq7tHN9HBJU,Desi Perkins,473862,29491
QWtGGoHT4H8,CNBC,3602,44
GNTtR6ZpUOo,Paweł Zadrożniak,126927,8382
jzr49a04olU,Luke Skaff,3544,16
uHCW6nfbosQ,kimbramusic,34136,2991
QP6tdboJq70,DaveEastVEVO,1642455,49398
mkrTKyhONJ4,Full Frontal with Samantha Bee,331811,4066
41taYOq1kVY,PinkVEVO,2803609,82045
0YGoxbeSzLc,Made by Google,1869828,1
ETR9qrVS17g,CollegeHumor,767736,29600
xU5-_EGfcHw,Saturday Night Live,287667,5626
2t4gy3oAx7I,The Late Show with Stephen Colbert,1800786,27584
dE9-DgGYZRU,Meet Arnold,1142562,44973
DaNNFSluQOY,Breakfast Club Power 105.1 FM,217967,3627
5IP8jQNXDOo,CBS Los Angeles,434972,1717
VFM0UqX9MJ8,Amazon Studios,211621,1319
1hvdr7RjNRk,TheEllenShow,1009358,22180
FN5n87Gj0LM,Nerdwriter1,476985,22319
3QWQ4gN3j4E,Watch What Happens Live with Andy Cohen,314712,1241
#NAME?,Vox,569184,17500
6l5P7jHUcjI,BuzzFeedBlue,488386,9188
MGuUiaZWyWo,WatchCut Video,1124662,25727
lg0ldbwZhPQ,Strictly Dumpling,177192,5658
GtBcWxjioiM,The Late Late Show with James Corden,110191,6290
nb5q4Co-eac,The Tonight Show Starring Jimmy Fallon,843116,25802
2seypV_Jkjw,Team Coco,25301,698
1Yt1O-OhAm4,Roll Call,80729,1079
w58C1Vu10Is,jacksfilms,1115107,93826
yBXDLfgGKQM,ABC News,189313,748
F-qdRPUC_Yw,Jimmy Kimmel Live,689414,9526
nFxUU519P7U,Brian Tyler Cohen,283608,6084
hw1RrmlrTtM,The Daily Show with Trevor Noah,3067187,55394
3e9tJJKBlwM,Mental Floss,46534,1336
E6eRA8PnuW4,Chris Stuckmann,383480,23106
thD6TNUoyIk,ANDREW HUANG,293010,9347
lO9d-AJai8Q,The Academic,626300,21769
yB9pN0H7saA,Guardian Wires,430121,2310
MiZCudqoFAU,CNNMoney,137909,528
3VVnY86ulA8,iJustine,95374,4997
xGqMGGn3Sko,American Revolution,114206,605
ASRxQ6uiVuo,theflippist,1556491,28272
VX9IAt75P28,Good Mythical Morning,1484960,33444
Rxz8TnJT1kE,Elizabeth Preza,11287,25
2pZ2aHWFHXA,Will & Grace,81003,941
MfbNXanrhGA,USA TODAY,79933,172
u8f6k9vjl-A,Arden Rose,40449,2963
NCFO5eifDtg,First We Feast,856308,22606
kWaJCOyORvI,Screen Junkies,1092247,25945
OthEKbkPftk,BonusXP,114589,441
L6KZ6egpKGM,LukeBryanVEVO,43547,2605
ckWQt6cKCx8,SuperCarlinBrothers,201764,8790
3N5WORQxQUo,clothesencounters,118153,4973
VHG7mHKwQqA,Norm Macdonald,442200,7906
ORmSlRu8vvQ,TMZSports,95602,54
vaAzCXxAoQE,Pittsburgh Dad,103636,2562
rWKz0ZC_G6U,Jamie Genevieve,46419,2775
Uq0764L5kcY,Miley's Darwin,15949,102
iK7lICvUhCI,The Film Theorists,2982733,99206
GmSUlGEd_A0,Good Morning America,4992,91
O8mNanfNNLw,Citron Research,31063,1
8hP6WROycAU,Linkin Park,1374034,143615
kmgsC68hIL8,Late Night with Seth Meyers,1584268,26086
Fzz-Pblbvqw,TED-Ed,258335,11160
X_PZvUM8P_U,GameofThrones,198887,4459
6qCqrODw1nM,Netflix,545808,7445
JcI8yn7xQWo,WIRED,644185,22987
ENskipCo-eQ,영국남자 Korean Englishman,446306,7749
tUPR5-igTVY,MarenMorris,1067608,1
OFzoFhRlEnY,news usa,1773579,2190
22tF3y_epZs,vlogbrothers,172666,12271
fJiaYnmUw60,Amazon Video,75129,327
CK-0c50Si5w,Mayim Bialik,19124,2299
8Lv3tW7bWzU,thebrainscoop,14108,1489
YqqJFqj5xQQ,Business Insider,15310,79
lduyitPDQjY,Gun Runnerz,169645,3199
byA77xkQBEE,Philip DeFranco,1832436,101876
zfRsXN8kUX0,Public Citizen,39734,411
etOa8-pFow4,RWW Blog,390824,1190
h9TlaYxoOO8,St. Vincent,251433,6672
EbwIKveO4qU,Madelaine Petsch,75722,8455
FyLtlW3hHwQ,devinsupertramp,46310,2888
TTkzAiZ6YV0,Giaco Whatever,38147,1766
C1i3ESnliMQ,The Infographics Show,470134,10131
PUzXPm2CEBU,Vogue,67316,1382
#NAME?,KTNV Channel 13 Las Vegas,1523360,4197
s3WwQkItiUM,Tinder,287152,1
wqcHGWG8MLQ,The Scran Line,23955,1943
7GmcH_Lmkvw,Blake Shelton,51681,1246
gqYZLNMDVJc,Rock & Roll Hall of Fame,671431,4528
I5rD1_rxG5c,TP Clips 8,21441,37
VY8IqDWZwbQ,TODAY,29556,246
mFZiH4aEPJc,69 detik,97008,418
rUkHLs9RHP0,Courtelizz1,41320,2178
4WNHB8vROg4,Kim Roberts,272072,1507
PNPMEQm_vAI,How To Cake It,601814,23656
33Z-ix1VLzI,Unbox Therapy,434774,9286
a2VRtAFqb4U,OCDetailing,100484,1369
pRnbzkMsgmM,BBC News,1270997,2686
iB9YvFfTkuM,ONE Media,62411,197
5IG15ff4Zkk,New Mexico Lobos,2911,21
A-sDCUXML2E,VolkswagenDanmark,68742,182
XA_jAJ-dWyQ,PsychoSoprano,555847,43961
H4_o4thCQpY,TRL,83166,1107
ScmJvmzDcG0,LastWeekTonight,3462948,69479
0PKthlZtLDo,consumer,500036,5217
LGAfo5unZaw,Binging with Babish,210435,8247
v0zIWuPHbAY,IISuperwomanII,1171308,83969
jmc7aUVKCMA,ColdFusion,225679,11293
64G7jEqX2vc,Nini McNean,85407,658
QQ6KZN9s5yY,Las Vegas Metropolitan Police,474412,1
knhzSEv5Xpk,Katy Perry,0,1
Ga1uiDaqMjQ,Storyful Rights Management,321321,742
tfZvSS_f254,CaseyNeistat,1287465,84370
wHSJljq_41I,ConnorFranta,119367,19135
ziwI9E9xF4s,Kevin Durant,82367,2608
IpJGlaxUUp8,Dan Patrick Show,11113,65
3QzUSSKfEeA,OfficialGucciMane,620970,26914
4yCkkOvIkUI,YBF Chic,4937,19
5DG26XDPpB8,NightHawkInLight,71697,3967
y_v-3_sPsRM,sWooZie,1819737,77044
fuVu3elWRXc,Nobel Prize,59156,381
is7Hx7B5e2c,Dancing With The Stars,121723,2296
73kIG3HcFq0,kaptainkristian,233599,18689
4NJYWgb6dQM,HaimVEVO,305593,15119
zrOHeEA14kQ,Inside Edition,541456,5131
uoTIcwHK_aw,Jaiden Animations,2202654,138896
nQTGw3D9oPI,IIHS,22344,274
sI6MZg0hkUk,CBS News,118455,852
TBJIAgiIHg4,Becky G México,49780,528
LAYuMpKE9Rk,Refinery29,6495,300
znX0DeVq72o,PBS NewsHour,54223,333
rJrwCJWq2cs,ESPN,2764,20
edMOQR_r2v4,Ingrid Nilsen,146287,5347
csrYDgBF2nI,NFL,708991,5887
ZyHipL45pwM,NPR Music,153617,4656
_oO0pd8VJjY,Domics,1885861,145888
nBAvUSZSEf8,ABC Action News,183702,668
9sjLzdix70w,Random Ryan,269422,1251
BdTpRsW4azY,Ashley Tisdale,112200,13593
v8t0ASudM-o,The Mom's View,165292,9218
rRZp93mMZaI,ShaniaTwainVEVO,11688,507
9XgflsmKnK0,BBC Radio 1,1405323,42800
K9Qn3Gzm2ig,cutepolish,69810,2961
_lnPimlBnk4,Tech Insider,198247,4020
b6utGZQ9Sks,Tom Scott,253709,13788
0VfGA5bE1AQ,Liza Koshy Too,2052593,174159
_yt7xexSbfI,KHOU 11,42229,163
ERj3KafjfRk,Sony Pictures Entertainment,11009,196
qy-UZ5B38-Y,Jack and Dean,219433,23838
O2pyRDQgVjk,SciShow,378836,14828
zHdJwBrT3WA,The Game Theorists,2124342,71789
REZl-ANYKKY,Apple,183325,1700
hlaV9oSSfeA,grav3yardgirl,327341,21950
BnxkuaQxe9A,Quartz,112921,2125
96LawfHPh6s,SmarterEveryDay,997884,29155
MKMgoXEpO-E,Zoella,1455491,94974
aawlU1IzuqI,AppleInsider,23366,422
yCcghtLzNRw,Rasel Homemade creator,3541,12
PnbKgdNUPlM,Ami Yamato,13057,2097
f3uF3EpSZMw,Simon and Martina,299300,37709
nJPCUTDN0ec,HalseyVEVO,171704,14505
a9Zi-RhcOGs,SarahClose1,245305,13997
K7pQsR8WFSo,Veritasium,633374,29671
j9UGpBZz7WU,Al Jazeera English,265678,1852
V_liC4y7alU,Austin Evans,389852,13246
h3M-3SrmDok,WWE,2509497,38959
qbRKHpE-30Y,Kitchen Nightmares,935108,12353
p-305IQw6-I,Wassabi Productions,1818761,137220
0bcHEsmmpzU,HellthyJunkFood,804591,16330
Ilekd7_Kodw,SCOTT LEWITT,568453,570
Gw01t6btiR0,Amber Scholl,404168,21677
8RlChzDl1Tw,Julien Solomita,383713,58657
7DV7TS3XB94,explorationfilms,50582,509
c3JbJmXInOs,Sam O'Nella Vlog,1083704,19353
RCWDMmJHv0w,JennThe Mermaid,455100,2308
GIqhMKlSCgY,The Dodo,137452,4886
86pvsOPUmD4,Josh Constine,16737,13
Ri4xPHGS5f8,CNN,59915,338
S9vVoJV_YB8,Comicbook.com,19682,398
OZ5kXgYW5cE,TierZoo,349321,25027
88wD_C_m9gM,Daily Exclusive,6195,17
NMPnIn52KM0,Entertainment Tonight,4466,54
Flmxl3ZfjVM,James Charles,924083,37022
pCHmqeHEybg,VariantComics,250713,7064
e6eU61Y-UA0,Big Ten Network,46875,188
mEYKFjd7aHo,Penny Loggins,3680,10
iwGP_FeheLM,nigahiga,3722711,209976
_dJbQayd4MQ,Jamie Baker,558402,10288
nOllkbo99SU,iDB,5660,220
oSV39tYy3Xg,GymCastic,16730,11
XYURnv4Ld2M,My Pale Skin,39435,2607
VSrEIdhrXB4,minutephysics,442278,17610
u5wIuTTYqzI,The Graham Norton Show,1113129,10617
2UMfEfUR7wM,Echosmith,538312,13722
Wp21hAL1mOU,Simply Nailogical,1750334,108723
xGuGjvIfof8,UrAvgConsumer,304337,10909
khRWGSllNKw,Shameless,850640,17575
w7h--c54_O8,Rosanna Pansino,490491,25833
zuKX0fPlo2Q,Thomas Bikias,2136,5
x5Ps13AeXxQ,katilette,1564339,83094
VPo2k2z7Xqg,The Key of Awesome,66675,2724
tl6w1-IlyDs,Safiya Nygaard,3135252,171839
APHgDFRpCi0,jbalvinVEVO,13077467,430513
#NAME?,RealLifeLore,2022033,42650
YYwB63YslbA,CBC News,483044,6073
HUUsEgAe8x4,Brave Wilderness,2702068,45834
WfjZ1otkS3o,USAFAOfficial,1105378,20400
rjINNeC0DFA,BBCRadio1VEVO,1085443,37600
7TN09IP5JuI,First We Feast,2513012,130944
N0lsMVNXZJY,BBC News,829788,3454
odhMmAPDc54,Gus Johnson,349302,17087
UXdbCReBTR8,Anwar Jibawi,1325033,63125
Kl-IJigAG8A,Liza Koshy,2772754,241913
NMRvbg-denE,ABC News,513089,1725
vJaUfpbEYIU,Hulu,365874,1672
qXH1dVI8Jic,The Tonight Show Starring Jimmy Fallon,123176,8655
VzPD009qTN4,Kurzgesagt – In a Nutshell,1193976,81374
bAb8KIhgVAI,This Morning,1838965,25375
aNlUKzO1ThY,Al Jazeera English,449475,1524
z5Wo-iF6lA8,ExplosmEntertainment,1082514,47843
6v3BWoddSgk,JennaMarbles,1989879,158576
658YZO_CmOk,Full Frontal with Samantha Bee,365891,5830
GtBcWxjioiM,The Late Late Show with James Corden,1611428,29766
ETR9qrVS17g,CollegeHumor,1439248,45486
0YGoxbeSzLc,Made by Google,2167783,1
4W-pZrhu798,Wendy Williams,98734,2861
R1g07RpTPFE,Koenigsegg,1282041,25547
dE9-DgGYZRU,Meet Arnold,1718003,54324
HqHQFm5L6Zc,colinfurze,731015,24110
9eea7_7OBZQ,The Oregonian,448012,932
xU5-_EGfcHw,Saturday Night Live,715133,9182
3Sjd4BVHdc8,Late Night with Seth Meyers,179848,2461
Uiccgh2GXzs,ChrisFix,613921,26123
2seypV_Jkjw,Team Coco,150773,1696
2iObySa91b0,Marques Brownlee,2051564,63141
VsXu80J31uc,Life Noggin,273878,12151
DaNNFSluQOY,Breakfast Club Power 105.1 FM,315073,4479
SPZFN6VFFow,CBS News,1353973,4103
FN5n87Gj0LM,Nerdwriter1,705365,27710
5IP8jQNXDOo,CBS Los Angeles,500744,1874
2t4gy3oAx7I,The Late Show with Stephen Colbert,2181765,31174
PmG4AYsPHfA,Teen Vogue,821454,39562
1hvdr7RjNRk,TheEllenShow,1677412,31389
CwLGro-dFWg,Charlie Puth,609764,80541
ypXwioZXUrE,The School of Life,108593,6418
6l5P7jHUcjI,BuzzFeedBlue,771705,12174
nQwolVLD1MM,Mike Boyd,224398,8868
VFM0UqX9MJ8,Amazon Studios,376614,1881
50JL8DEeeS4,Lin-Manuel Miranda - Topic,3282,406
3QWQ4gN3j4E,Watch What Happens Live with Andy Cohen,440499,1637
4kX7iBnoivA,Jeremy Jahns,287052,11605
1Yt1O-OhAm4,Roll Call,122433,1705
#NAME?,Vox,768475,21268
FzebOysQeL4,Jimmy Kimmel Live,2746174,78698
lg0ldbwZhPQ,Strictly Dumpling,293030,7646
DprHLyvhbSg,Hannah Stocking,1794467,68086
Uq0764L5kcY,Miley's Darwin,67133,168
zhtliiCSYb8,LaurDIY,1196187,51563
EtTi9TBRRNo,Brian Tyler Cohen,29953,224
pfQ09sKITss,E! Entertainment,564988,2098
ORmSlRu8vvQ,TMZSports,234241,93
3e9tJJKBlwM,Mental Floss,67587,1670
MiZCudqoFAU,CNNMoney,156368,585
MGuUiaZWyWo,WatchCut Video,1346440,30002
OthEKbkPftk,BonusXP,181289,612
s3WwQkItiUM,Tinder,515549,1
3VVnY86ulA8,iJustine,140979,6057
5CZAmbA4SfU,Netflix,64529,3176
yB9pN0H7saA,Guardian Wires,708203,4390
Z9svINZiBdU,Christen Dominique,306834,19914
tTHMBjyzgEU,The Infographics Show,104913,3989
w58C1Vu10Is,jacksfilms,1268966,99369
xwNJA9qCCwo,NBA Conference,43427,191
cVgQV6v_QKY,James Charles,642223,45890
O8mNanfNNLw,Citron Research,38949,1
D6oaRAgdslE,LegallyArmedAmerica,476086,3094
iKwMtBR68pc,RAW,3495,239
_VSVLmBO7yI,Good Morning America,3375,63
UxrTnLgO1YM,Amber Scholl,364813,16673
oh37J6qROrQ,UrAvgConsumer,179402,7804
eS8Wkk7APZA,Chris Goossens,56450,22
thD6TNUoyIk,ANDREW HUANG,330444,10100
R00hChXPBE8,WIRED,258769,4539
hw1RrmlrTtM,The Daily Show with Trevor Noah,3351249,58329
8PDnSzf_TV8,The Verge,523648,8181
UGUu7qhGh_k,Mashd N Kutcher,33536,2479
#NAME?,The View,65151,869
X_PZvUM8P_U,GameofThrones,219967,4644
CK-0c50Si5w,Mayim Bialik,26039,2811
lO9d-AJai8Q,The Academic,857596,27521
ASRxQ6uiVuo,theflippist,1805187,30536
RyCDmg1JXcQ,GRAN TURISMO TV,30078,1334
L6KZ6egpKGM,LukeBryanVEVO,84211,3434
8Lv3tW7bWzU,thebrainscoop,20827,1854
2pZ2aHWFHXA,Will & Grace,102848,1054
SqUXhozARl4,ViralHog,4829,91
VX9IAt75P28,Good Mythical Morning,1591121,34825
dDiCuZTjS18,Lukas Graham,50564,4144
iB9YvFfTkuM,ONE Media,99562,280
3N5WORQxQUo,clothesencounters,187884,6899
QAouuVo-WO0,Carolina Panthers,22151,179
ckWQt6cKCx8,SuperCarlinBrothers,222267,9449
zfRsXN8kUX0,Public Citizen,45728,500
vaAzCXxAoQE,Pittsburgh Dad,112245,2670
MfbNXanrhGA,USA TODAY,83379,177
VHG7mHKwQqA,Norm Macdonald,544811,8692
kWaJCOyORvI,Screen Junkies,1212952,27582
fJiaYnmUw60,Amazon Video,93235,562
EbwIKveO4qU,Madelaine Petsch,125024,11590
etOa8-pFow4,RWW Blog,402726,1197
8hP6WROycAU,Linkin Park,1653625,156180
TTkzAiZ6YV0,Giaco Whatever,52806,2134
ENskipCo-eQ,영국남자 Korean Englishman,597594,9101
byA77xkQBEE,Philip DeFranco,1862277,102879
Fzz-Pblbvqw,TED-Ed,282943,11955
SGuUAtJ8yMM,weezer,43944,1932
tUPR5-igTVY,MarenMorris,1169918,1
22tF3y_epZs,vlogbrothers,190263,13213
Rxz8TnJT1kE,Elizabeth Preza,15100,34
I1XJEhgJlKQ,FergieVEVO,374700,18473
h9TlaYxoOO8,St. Vincent,301611,7575
R8NeB10INDo,Oats Studios,445401,19134
rWKz0ZC_G6U,Jamie Genevieve,80752,3825
rUkHLs9RHP0,Courtelizz1,50873,2510
u8f6k9vjl-A,Arden Rose,58230,3742
HIdRXXjIthQ,The Dodo,190430,9244
gqYZLNMDVJc,Rock & Roll Hall of Fame,719712,4763
33Z-ix1VLzI,Unbox Therapy,479196,9690
Ekc7lWx0468,The Illusion contest,24336,11
zEezFUb8Zz4,Great Big Story,145197,2745
WU_Bbaki3f0,TODAY,45266,600
mFZiH4aEPJc,69 detik,106033,454
RM5ja5nr3UI,"BLOODHOUND SSC - 1,000 mph car",11227,139
wqcHGWG8MLQ,The Scran Line,33009,2360
PNPMEQm_vAI,How To Cake It,679124,25483
a2VRtAFqb4U,OCDetailing,132592,1606
4WNHB8vROg4,Kim Roberts,292870,1578
TMy0vJfKvzI,Chubbyemu,708093,11944
#NAME?,KTNV Channel 13 Las Vegas,1533366,4216
PUzXPm2CEBU,Vogue,140087,1854
A-sDCUXML2E,VolkswagenDanmark,107986,228
XmnuK7bOcfg,ユカイ工学,9941,12
YqqJFqj5xQQ,Business Insider,15971,82
3QzUSSKfEeA,OfficialGucciMane,989928,36896
AZDiPT4PuHE,Rosanna Pansino,415659,20304
I5rD1_rxG5c,TP Clips 8,22041,37
XA_jAJ-dWyQ,PsychoSoprano,632725,46942
ScmJvmzDcG0,LastWeekTonight,3661676,71388
0PKthlZtLDo,consumer,518412,5333
v0zIWuPHbAY,IISuperwomanII,1259280,87970
H4_o4thCQpY,TRL,85478,1213
ziwI9E9xF4s,Kevin Durant,108392,2942
aUAQGzkAtQE,XtremeTeamTV,31924,19
jmc7aUVKCMA,ColdFusion,247922,11985
wHSJljq_41I,ConnorFranta,134363,20858
QQ6KZN9s5yY,Las Vegas Metropolitan Police,477967,1
oEs0BP0i1Ro,Complex,806858,24111
PHdI9Nk7WM4,NBC News,949078,2335
5DG26XDPpB8,NightHawkInLight,88200,4450
Ga1uiDaqMjQ,Storyful Rights Management,364644,772
tfZvSS_f254,CaseyNeistat,1319110,85402
LGAfo5unZaw,Binging with Babish,214254,8348
73kIG3HcFq0,kaptainkristian,248774,19546
5mdk5oz6l3w,CNET,8259,111
knhzSEv5Xpk,Katy Perry,0,1
4yCkkOvIkUI,YBF Chic,5662,33
Vpjp-CPHk_s,Lorraine,37649,147
y_v-3_sPsRM,sWooZie,1893744,79385
is7Hx7B5e2c,Dancing With The Stars,139391,2500
fuVu3elWRXc,Nobel Prize,63766,398
4NJYWgb6dQM,HaimVEVO,353144,16508
Nko0mn3r-eM,INSIDER,71307,2924
zrOHeEA14kQ,Inside Edition,542255,5135
uoTIcwHK_aw,Jaiden Animations,2266878,140428
64G7jEqX2vc,Nini McNean,92425,689
edMOQR_r2v4,Ingrid Nilsen,166185,5835
znX0DeVq72o,PBS NewsHour,54759,335
5IG15ff4Zkk,New Mexico Lobos,4416,23
csrYDgBF2nI,NFL,738058,5990
ZyHipL45pwM,NPR Music,181611,5199
IpJGlaxUUp8,Dan Patrick Show,12768,75
_oO0pd8VJjY,Domics,1987959,150289
nBAvUSZSEf8,ABC Action News,184133,668
9sjLzdix70w,Random Ryan,269787,1251
v8t0ASudM-o,The Mom's View,210829,10279
rRZp93mMZaI,ShaniaTwainVEVO,16827,584
nQTGw3D9oPI,IIHS,28144,287
BdTpRsW4azY,Ashley Tisdale,154875,17374
LAYuMpKE9Rk,Refinery29,9002,350
TBJIAgiIHg4,Becky G México,57009,590
9XgflsmKnK0,BBC Radio 1,1635293,47877
b6utGZQ9Sks,Tom Scott,261261,14061
tySr1ELQ9Hg,Vanderbilt Athletics,706,6
_lnPimlBnk4,Tech Insider,211249,4206
qy-UZ5B38-Y,Jack and Dean,226828,24381
rJrwCJWq2cs,ESPN,3498,22
0VfGA5bE1AQ,Liza Koshy Too,2137378,178291
TOI9DKsWMx4,No Surrender Productions,83634,52
-3AGlBYyLjo,CrazyLaughAction,2143,16
_yt7xexSbfI,KHOU 11,47100,170
SYxzzqGhgEs,FreeDawkins,308947,1337
x7cwR2G-5Ng,Thorn,5343,133
PzpcJlTcC0M,BUILD Series,1098,3
2bOeaS1wREE,Washington Post,82566,74
16-xMnzDQ4M,Evelyn From The Internets,31797,5791
O2pyRDQgVjk,SciShow,387465,15066
hlaV9oSSfeA,grav3yardgirl,338856,22400
BnxkuaQxe9A,Quartz,113606,2134
fwDZ8uhqJg0,Grand Ole Opry,4431163,23364
fUjicxMPDzs,Legendary,1218645,22373
D1IBXE2G6zw,Atlantic Records,904859,43742
Z6_0dJkjFAM,Hulu,552893,2297
GTbPlfRS_c4,The Tonight Show Starring Jimmy Fallon,1803613,36000
PpGyVCu2n9g,The Graham Norton Show,216880,3133
J7MYJ8Kxhwc,NFVEVO,368198,32443
odhMmAPDc54,Gus Johnson,751066,29670
_elREWy6f9w,vlogbrothers,175173,10573
dRX0wDNK6S4,KaneBrownVEVO,278787,15100
ruTB5jBGXsE,Simon's Cat,158078,9548
N0lsMVNXZJY,BBC News,1227316,4415
7TN09IP5JuI,First We Feast,3866789,168343
UXdbCReBTR8,Anwar Jibawi,2298865,91148
Q0O_5lVrMfs,Jimmy Kimmel Live,543107,10039
50JL8DEeeS4,Lin-Manuel Miranda - Topic,86437,3878
pXFIMdJduvY,Rudy Mancuso,970218,112619
IQisUbBljW0,The Late Late Show with James Corden,337673,6942
txvKrTplOVs,Team Coco,885381,26748
PLDJQondOQE,CrazyRussianHacker,1049659,24557
Kl-IJigAG8A,Liza Koshy,4040634,314985
rfMJ-DylWBs,CinemaSins,819832,19769
lQX0jvVQywQ,SUPERFRUIT,134913,18679
z5Wo-iF6lA8,ExplosmEntertainment,1332167,53198
NMRvbg-denE,ABC News,630163,2045
uxI-8GTqDYA,AsapSCIENCE,558120,24284
rl4ofGm2aNI,Jaclyn Hill,947958,62202
TH2QRvu97NI,Patricia Bright,307372,14642
VzPD009qTN4,Kurzgesagt – In a Nutshell,1613455,97388
bAb8KIhgVAI,This Morning,3351704,41566
hhREiAarjVY,SamSmithWorldVEVO,2370549,132138
XLNLPIRS62g,BuzzFeed News,111768,394
AzWiUQEdJOo,Greg and Mitch,131528,4477
8RQDPwODja4,ToveLoVEVO,340532,16560
8pB3tiuwFT4,Saturday Night Live,151550,2813
NheUm_izr6A,TimandFaithVEVO,56588,1124
aNlUKzO1ThY,Al Jazeera English,516451,1708
RXzHRnK8Ta0,NBA Highlights · YouTube,39243,45
4W-pZrhu798,Wendy Williams,245452,4895
y_h_1uN2RQA,Hunter Hayes,18890,1946
DeIaemmxMl4,The Mom's View,27197,1895
7k8PFMQQIxI,Peter Hollens,54978,6692
_4PLKxYZUPc,SuperCarlinBrothers,177463,9034
Ca3rEOlAfpc,SORTEDfood,64770,2610
9fgtEM8-VTI,TIME,91894,384
6v3BWoddSgk,JennaMarbles,2311050,173181
658YZO_CmOk,Full Frontal with Samantha Bee,483955,6922
R1g07RpTPFE,Koenigsegg,2284505,36644
lCZCWjzQUM8,Vox,788443,20211
VsXu80J31uc,Life Noggin,378704,14638
yBt9zuvZxIc,Freestyle Digital Media,203794,835
wHrpTT1-fPg,PinkVEVO,660295,43091
roiPLImXMoc,Chris and Jack,35539,2074
ORSMs7lZtdY,CBS Los Angeles,92072,214
pqSN7lsPs2k,Nukazooka,122479,8529
4An2AF2rWGk,Late Night with Seth Meyers,25770,402
ETR9qrVS17g,CollegeHumor,1685518,51340
HqHQFm5L6Zc,colinfurze,1021496,29219
9eea7_7OBZQ,The Oregonian,480557,998
JLIAuvpdRTc,Las Vegas Metropolitan Police,8764,1
H4gFlDn6c0c,SYFY,88111,924
CItEtnp3nPY,Sony Pictures Entertainment,204518,462
oits7sq4nX0,schmoyoho,72414,6231
Km_u51OE3VA,HBO,8465,121
4Sk4n2ggxRI,CBC News,88573,721
2iObySa91b0,Marques Brownlee,2426245,68771
CwLGro-dFWg,Charlie Puth,1578921,135599
bO-cI25XaAk,The Mighty EROCK,8911,180
0YGoxbeSzLc,Made by Google,2226623,1
