Date,Timestamp,Players,Twitch Viewers
2020-10-30,13:40,100818,71755
2020-10-30,13:50,96416,67657
2020-10-30,14:00,92092,64838
2020-10-30,14:10,87240,58891
2020-10-30,14:20,83074,57776
2020-10-30,14:30,79785,51960
2020-10-30,14:40,76612,49303
2020-10-30,14:50,73626,40431
2020-10-30,15:00,70680,41207
2020-10-30,15:10,67744,39903
2020-10-30,15:20,65937,42371
2020-10-30,15:30,64278,35994
2020-10-30,15:40,63156,34116
2020-10-30,15:50,61725,32229
2020-10-30,16:00,59984,27748
2020-10-30,16:10,59018,25728
2020-10-30,16:20,58497,25590
2020-10-30,16:30,59176,25616
2020-10-30,16:40,60110,25500
2020-10-30,16:50,60179,24960
2020-10-30,17:00,60117,23524
2020-10-30,17:10,60839,25757
2020-10-30,17:20,61718,24294
2020-10-30,17:30,62775,23930
2020-10-30,17:40,63854,24553
2020-10-30,17:50,64105,23793
2020-10-30,18:00,64807,23874
2020-10-30,18:10,66168,24727
2020-10-30,18:20,67858,25700
2020-10-30,18:30,69427,26282
2020-10-30,18:40,70940,27898
2020-10-30,18:50,71615,24720
2020-10-30,19:00,72154,26413
2020-10-30,19:10,72882,28813
2020-10-30,19:20,74351,30000
2020-10-30,19:30,75972,30035
2020-10-30,19:40,77160,31531
2020-10-30,19:50,77991,32907
2020-10-30,20:00,78923,32270
2020-10-30,20:10,80879,28573
2020-10-30,20:20,82970,30482
2020-10-30,20:30,84293,25238
2020-10-30,20:40,85229,26345
2020-10-30,20:50,87859,27643
2020-10-30,21:00,90558,31254
2020-10-30,21:10,93691,40272
2020-10-30,21:20,96833,42617
2020-10-30,21:30,99575,46734
2020-10-30,21:40,102616,63092
2020-10-30,21:50,105297,66217
2020-10-30,22:00,108085,57327
2020-10-30,22:10,111207,61007
2020-10-30,22:20,114047,62974
2020-10-30,22:30,117036,65670
2020-10-30,22:40,119740,57270
2020-10-30,22:50,122443,60370
2020-10-30,23:00,123954,89880
2020-10-30,23:10,126533,138246
2020-10-30,23:20,128731,134485
2020-10-30,23:30,130132,157225
2020-10-30,23:40,131740,180969
2020-10-30,23:50,133250,192179
2020-10-31,00:00,134721,226645
2020-10-31,00:10,137108,252144
2020-10-31,00:20,139224,256018
2020-10-31,00:30,140982,257571
2020-10-31,00:40,142856,269432
2020-10-31,00:50,144612,288676
2020-10-31,01:00,145485,306151
2020-10-31,01:10,147756,301368
2020-10-31,01:20,149156,320782
2020-10-31,01:30,151040,327414
2020-10-31,01:40,154372,334555
2020-10-31,01:50,157836,327127
2020-10-31,02:00,161250,334103
2020-10-31,02:10,166922,340841
2020-10-31,02:20,172115,344838
2020-10-31,02:30,177988,331416
2020-10-31,02:40,183516,367447
2020-10-31,02:50,189050,285854
2020-10-31,03:00,197253,342318
2020-10-31,03:10,208388,372751
2020-10-31,03:20,218529,302547
2020-10-31,03:30,228420,308794
2020-10-31,03:40,238988,309452
2020-10-31,03:50,248711,311673
2020-10-31,04:00,260330,292143
2020-10-31,04:10,273715,283593
2020-10-31,04:20,284575,281212
2020-10-31,04:30,293313,280807
2020-10-31,04:40,301701,274747
2020-10-31,04:50,307018,268913
2020-10-31,05:00,310341,265798
2020-10-31,05:10,313184,234995
2020-10-31,05:20,314906,233767
2020-10-31,05:30,314749,221206
2020-10-31,05:40,314011,202857
2020-10-31,05:50,311197,210252
2020-10-31,06:00,306352,183585
2020-10-31,06:10,300150,176720
2020-10-31,06:20,293796,160920
2020-10-31,06:30,285724,148214
2020-10-31,06:40,277510,147421
2020-10-31,06:50,269277,166628
2020-10-31,07:00,259446,165722
2020-10-31,07:10,248811,158603
2020-10-31,07:20,239861,154827
2020-10-31,07:30,230815,148967
2020-10-31,07:40,223305,154758
2020-10-31,07:50,215684,157471
2020-10-31,08:00,209320,157929
2020-10-31,08:10,203624,159832
2020-10-31,08:20,200057,161779
2020-10-31,08:30,197038,150381
2020-10-31,08:40,194553,148492
2020-10-31,08:50,193091,112114
2020-10-31,09:00,193123,114658
2020-10-31,09:10,195023,116310
2020-10-31,09:20,197144,114323
2020-10-31,09:30,199293,112528
2020-10-31,09:40,202155,124755
2020-10-31,09:50,205047,118364
2020-10-31,10:00,207022,111098
2020-10-31,10:10,210408,110432
2020-10-31,10:20,213180,109271
2020-10-31,10:30,215151,102186
2020-10-31,10:40,217030,99256
2020-10-31,10:50,217539,96149
2020-10-31,11:00,217635,96347
2020-10-31,11:10,216602,91525
2020-10-31,11:20,215510,93175
2020-10-31,11:30,213985,89724
2020-10-31,11:40,211496,91329
2020-10-31,11:50,208377,90813
2020-10-31,12:00,204294,87505
2020-10-31,12:10,198912,86978
2020-10-31,12:20,194134,85534
2020-10-31,12:30,188751,74524
2020-10-31,12:40,183888,72065
2020-10-31,12:50,178072,68323
2020-10-31,13:00,172196,72544
2020-10-31,13:10,165216,69326
2020-10-31,13:20,159027,65764
2020-10-31,13:30,152500,63314
2020-10-31,13:40,145936,60723
2020-10-31,13:50,139357,57832
2020-10-31,14:00,132091,57289
2020-10-31,14:10,125229,55031
2020-10-31,14:20,118953,52579
2020-10-31,14:30,112825,48120
2020-10-31,14:40,107110,46976
2020-10-31,14:50,101911,46132
2020-10-31,15:00,97233,40745
2020-10-31,15:10,92265,36027
2020-10-31,15:20,87880,37385
2020-10-31,15:30,83952,38364
2020-10-31,15:40,81191,37408
2020-10-31,15:50,78366,36217
2020-10-31,16:00,75724,36140
2020-10-31,16:10,72767,34822
2020-10-31,16:20,70586,33974
2020-10-31,16:30,69176,32227
2020-10-31,16:40,67983,32540
2020-10-31,16:50,66933,32056
2020-10-31,17:00,66272,31447
2020-10-31,17:10,65620,33482
2020-10-31,17:20,65326,32616
2020-10-31,17:30,65269,31714
2020-10-31,17:40,65430,32616
2020-10-31,17:50,65788,32769
2020-10-31,18:00,65755,33866
2020-10-31,18:10,66302,32854
2020-10-31,18:20,66917,33180
2020-10-31,18:30,67755,33316
2020-10-31,18:40,68467,32838
2020-10-31,18:50,69485,32122
2020-10-31,19:00,70280,33183
2020-10-31,19:10,71446,33736
2020-10-31,19:20,72684,33275
2020-10-31,19:30,74229,31869
2020-10-31,19:40,75517,32454
2020-10-31,19:50,76899,32732
2020-10-31,20:00,78338,33720
2020-10-31,20:10,80029,33857
2020-10-31,20:20,81544,28225
2020-10-31,20:30,83594,27713
2020-10-31,20:40,85136,28031
2020-10-31,20:50,86576,27852
2020-10-31,21:00,88474,30899
2020-10-31,21:10,91084,31400
2020-10-31,21:20,93459,32479
2020-10-31,21:30,96693,35190
2020-10-31,21:40,99115,36197
2020-10-31,21:50,101351,36458
2020-10-31,22:00,103723,36490
2020-10-31,22:10,106940,30688
2020-10-31,22:20,111209,33375
2020-10-31,22:30,114945,33761
2020-10-31,22:40,118640,34050
2020-10-31,22:50,121651,44222
2020-10-31,23:00,124417,38991
2020-10-31,23:10,127539,46187
2020-10-31,23:20,130131,51184
2020-10-31,23:30,132435,61336
2020-10-31,23:40,134752,67467
2020-10-31,23:50,136261,69930
2020-11-01,00:00,137785,76891
2020-11-01,00:10,139897,79994
2020-11-01,00:20,141660,80399
2020-11-01,00:30,143536,83255
2020-11-01,00:40,145431,86830
2020-11-01,00:50,147397,100386
2020-11-01,01:00,148205,101164
2020-11-01,01:10,149408,101114
2020-11-01,01:20,153266,94300
2020-11-01,01:30,155795,106536
2020-11-01,01:40,158274,104613
2020-11-01,01:50,160693,108498
2020-11-01,02:00,163543,149922
2020-11-01,02:10,167466,177667
2020-11-01,02:20,170807,183009
2020-11-01,02:30,174495,208900
2020-11-01,02:40,178835,206468
2020-11-01,02:50,182202,210443
2020-11-01,03:00,188540,198404
2020-11-01,03:10,195936,191329
2020-11-01,03:20,203444,209209
2020-11-01,03:30,211420,196384
2020-11-01,03:40,219709,197929
2020-11-01,03:50,227262,193188
2020-11-01,04:00,236993,203442
2020-11-01,04:10,247631,108390
2020-11-01,04:20,256327,127454
2020-11-01,04:30,263333,135546
2020-11-01,04:40,269478,134078
2020-11-01,04:50,273769,138226
2020-11-01,05:00,276949,141205
2020-11-01,05:10,279946,134835
2020-11-01,05:20,281316,132548
2020-11-01,05:30,281124,112187
2020-11-01,05:40,277709,87285
2020-11-01,05:50,275805,94592
2020-11-01,06:00,273728,96700
2020-11-01,06:10,270032,103094
2020-11-01,06:20,266174,98363
2020-11-01,06:30,260872,94228
2020-11-01,06:40,253937,80791
2020-11-01,06:50,246038,79553
2020-11-01,07:00,237163,77939
2020-11-01,07:10,223320,78535
2020-11-01,07:20,211427,75671
2020-11-01,07:30,205015,69392
2020-11-01,07:40,199397,72307
2020-11-01,07:50,192366,75617
2020-11-01,08:00,186173,77161
2020-11-01,08:10,180705,78825
2020-11-01,08:20,176442,77211
2020-11-01,08:30,171708,70061
2020-11-01,08:40,168627,65674
2020-11-01,08:50,166471,65600
2020-11-01,09:00,164036,64268
2020-11-01,09:10,162375,67828
2020-11-01,09:20,162355,67531
2020-11-01,09:30,162042,72853
2020-11-01,09:40,162740,73175
2020-11-01,09:50,163733,72981
2020-11-01,10:00,164180,96673
2020-11-01,10:10,165630,101631
2020-11-01,10:20,166904,101741
2020-11-01,10:30,167748,104708
2020-11-01,10:40,168611,104523
2020-11-01,10:50,169499,113416
2020-11-01,11:00,169244,116271
2020-11-01,11:10,168497,109919
2020-11-01,11:20,168366,108746
2020-11-01,11:30,167300,108411
2020-11-01,11:40,166303,108930
2020-11-01,11:50,164672,114991
2020-11-01,12:00,162382,113800
2020-11-01,12:10,159299,110295
2020-11-01,12:20,156602,154300
2020-11-01,12:30,154023,168188
2020-11-01,12:40,150652,171153
2020-11-01,12:50,147316,175642
2020-11-01,13:00,143231,178425
2020-11-01,13:10,138606,183463
2020-11-01,13:20,134374,181066
2020-11-01,13:30,130495,182249
2020-11-01,13:40,125630,177396
2020-11-01,13:50,121823,175595
2020-11-01,14:00,117278,172571
2020-11-01,14:10,112698,165329
2020-11-01,14:20,108723,157305
2020-11-01,14:30,105117,156160
2020-11-01,14:40,101502,142536
2020-11-01,14:50,97916,79588
2020-11-01,15:00,94470,67482
2020-11-01,15:10,91086,67204
2020-11-01,15:20,88077,64880
2020-11-01,15:30,85501,64612
2020-11-01,15:40,82987,63304
2020-11-01,15:50,80745,61300
2020-11-01,16:00,78626,57497
2020-11-01,16:10,76529,55235
2020-11-01,16:20,74756,53777
2020-11-01,16:30,73308,60149
2020-11-01,16:40,72120,54767
2020-11-01,16:50,71326,56160
2020-11-01,17:00,70738,60597
2020-11-01,17:10,70241,61680
2020-11-01,17:20,69570,61884
2020-11-01,17:30,70094,65777
2020-11-01,17:40,71033,63947
2020-11-01,17:50,71539,64810
2020-11-01,18:00,72194,65505
2020-11-01,18:10,72870,68899
2020-11-01,18:20,73697,67996
2020-11-01,18:30,74302,67517
2020-11-01,18:40,75804,66673
2020-11-01,18:50,77255,68307
2020-11-01,19:00,78463,68043
2020-11-01,19:10,78362,68824
2020-11-01,19:20,79089,51421
2020-11-01,19:30,80327,51627
2020-11-01,19:40,81990,50763
2020-11-01,19:50,83726,44694
2020-11-01,20:00,85474,47852
2020-11-01,20:10,87304,46687
2020-11-01,20:20,89584,48895
2020-11-01,20:30,91822,49120
2020-11-01,20:40,94146,49605
2020-11-01,20:50,96515,51475
2020-11-01,21:00,99187,54396
2020-11-01,21:10,102331,61775
2020-11-01,21:20,105450,85042
2020-11-01,21:30,108216,81715
2020-11-01,21:40,111139,86659
2020-11-01,21:50,114608,91857
2020-11-01,22:00,118053,90154
2020-11-01,22:10,121494,84600
2020-11-01,22:20,124861,87022
2020-11-01,22:30,127468,85591
2020-11-01,22:40,130458,87483
2020-11-01,22:50,132759,86115
2020-11-01,23:00,134148,87062
2020-11-01,23:10,137056,90610
2020-11-01,23:20,139604,92463
2020-11-01,23:30,141910,100493
2020-11-01,23:40,144160,100131
2020-11-01,23:50,146249,114907
2020-11-02,00:00,147881,104992
2020-11-02,00:10,150359,110262
2020-11-02,00:20,152831,116953
2020-11-02,00:30,154375,121172
2020-11-02,00:40,156136,122918
2020-11-02,00:50,158970,125333
2020-11-02,01:00,161449,130775
2020-11-02,01:10,164887,133976
2020-11-02,01:20,167701,149342
2020-11-02,01:30,171080,173149
2020-11-02,01:40,174361,170284
2020-11-02,01:50,177322,173093
2020-11-02,02:00,181549,178975
2020-11-02,02:10,187437,181035
2020-11-02,02:20,192671,180107
2020-11-02,02:30,198648,181137
2020-11-02,02:40,205308,181025
2020-11-02,02:50,212023,177187
2020-11-02,03:00,216203,177705
2020-11-02,03:10,224413,175859
2020-11-02,03:20,232770,172511
2020-11-02,03:30,241856,171990
2020-11-02,03:40,253402,167703
2020-11-02,03:50,261559,166602
2020-11-02,04:00,269332,229133
2020-11-02,04:10,278183,337936
2020-11-02,04:20,283963,362534
2020-11-02,04:30,286187,432768
2020-11-02,04:40,286721,437429
2020-11-02,04:50,286200,395779
2020-11-02,05:00,282293,404337
2020-11-02,05:10,275700,415658
2020-11-02,05:20,269724,460370
2020-11-02,05:30,263593,458873
2020-11-02,05:40,254703,444517
2020-11-02,05:50,246993,342115
2020-11-02,06:00,237740,287137
2020-11-02,06:10,226867,274023
2020-11-02,06:20,217322,259622
2020-11-02,06:30,207708,240335
2020-11-02,06:40,198181,184150
2020-11-02,06:50,189203,172825
2020-11-02,07:00,180279,159799
2020-11-02,07:10,171970,159412
2020-11-02,07:20,165269,157568
2020-11-02,07:30,159393,152628
2020-11-02,07:40,154334,188534
2020-11-02,07:50,150607,203000
2020-11-02,08:00,146926,190445
2020-11-02,08:10,144951,181266
2020-11-02,08:20,144054,177014
2020-11-02,08:30,143697,176991
2020-11-02,08:40,144104,179269
2020-11-02,08:50,144977,179908
2020-11-02,09:00,146972,139189
2020-11-02,09:10,150166,141640
2020-11-02,09:20,153143,131089
2020-11-02,09:30,156434,136694
2020-11-02,09:40,159770,138458
2020-11-02,09:50,162700,142768
2020-11-02,10:00,165275,145369
2020-11-02,10:10,168959,145509
2020-11-02,10:20,171202,144925
2020-11-02,10:30,172617,149686
2020-11-02,10:40,173212,147250
2020-11-02,10:50,173362,147693
2020-11-02,11:00,171924,130930
2020-11-02,11:10,169839,121084
2020-11-02,11:20,168429,117074
2020-11-02,11:30,166434,111568
2020-11-02,11:40,163325,111103
2020-11-02,11:50,160151,100970
2020-11-02,12:00,156094,100863
2020-11-02,12:10,151060,96776
2020-11-02,12:20,146478,93833
2020-11-02,12:30,142449,93587
2020-11-02,12:40,137854,84343
2020-11-02,12:50,133698,81810
2020-11-02,13:00,128815,67046
2020-11-02,13:10,123113,66586
2020-11-02,13:20,118817,66006
2020-11-02,13:30,114376,64898
2020-11-02,13:40,109609,66388
2020-11-02,13:50,105666,61611
2020-11-02,14:00,100934,62635
2020-11-02,14:10,95822,63386
2020-11-02,14:20,91410,60050
2020-11-02,14:30,87406,107383
2020-11-02,14:40,83668,106969
2020-11-02,14:50,80391,106586
2020-11-02,15:00,77435,104041
2020-11-02,15:10,74421,100775
2020-11-02,15:20,71852,100141
2020-11-02,15:30,69878,104199
2020-11-02,15:40,68414,107634
2020-11-02,15:50,67007,105307
2020-11-02,16:00,65254,101045
2020-11-02,16:10,63919,96987
2020-11-02,16:20,62774,96322
2020-11-02,16:30,62067,40382
2020-11-02,16:40,61691,34982
2020-11-02,16:50,61422,34914
2020-11-02,17:00,60912,36344
2020-11-02,17:10,60678,38755
2020-11-02,17:20,61119,35317
2020-11-02,17:30,61236,33119
2020-11-02,17:40,61834,32508
2020-11-02,17:50,62163,33208
2020-11-02,18:00,62228,34332
2020-11-02,18:10,62967,35514
2020-11-02,18:20,63910,36243
2020-11-02,18:30,65138,39705
2020-11-02,18:40,66041,37601
2020-11-02,18:50,66179,37689
2020-11-02,19:00,66195,37857
2020-11-02,19:10,66868,40037
2020-11-02,19:20,67683,43727
2020-11-02,19:30,68162,42048
2020-11-02,19:40,69086,45629
2020-11-02,19:50,69679,41156
2020-11-02,20:00,70190,45188
2020-11-02,20:10,71907,45272
2020-11-02,20:20,73524,56157
2020-11-02,20:30,75100,51390
2020-11-02,20:40,76856,54260
2020-11-02,20:50,78236,47406
2020-11-02,21:00,80012,50792
2020-11-02,21:10,82119,52671
2020-11-02,21:20,84654,49110
2020-11-02,21:30,86636,52162
2020-11-02,21:40,89020,51467
2020-11-02,21:50,90756,56408
2020-11-02,22:00,92288,64505
2020-11-02,22:10,94297,61724
2020-11-02,22:20,96354,59576
2020-11-02,22:30,98212,56606
2020-11-02,22:40,100343,53862
2020-11-02,22:50,102082,56180
2020-11-02,23:00,102989,41248
2020-11-02,23:10,104850,45560
2020-11-02,23:20,106519,45597
2020-11-02,23:30,108361,45823
2020-11-02,23:40,110428,43442
2020-11-02,23:50,112109,44743
2020-11-03,00:00,113105,52938
2020-11-03,00:10,115450,89460
2020-11-03,00:20,118137,110587
2020-11-03,00:30,119972,120587
2020-11-03,00:40,122406,130256
2020-11-03,00:50,124708,135521
2020-11-03,01:00,127130,136038
2020-11-03,01:10,130286,137048
2020-11-03,01:20,133212,131417
2020-11-03,01:30,136221,146908
2020-11-03,01:40,140017,145855
2020-11-03,01:50,144497,148418
2020-11-03,02:00,149459,150947
2020-11-03,02:10,155435,163311
2020-11-03,02:20,161234,164928
2020-11-03,02:30,167366,163809
2020-11-03,02:40,173879,164596
2020-11-03,02:50,180592,158699
2020-11-03,03:00,191171,174549
2020-11-03,03:10,202806,187798
2020-11-03,03:20,213006,197246
2020-11-03,03:30,222493,240676
2020-11-03,03:40,231765,248925
2020-11-03,03:50,239019,240429
2020-11-03,04:00,246881,244931
2020-11-03,04:10,254917,335785
2020-11-03,04:20,260695,430969
2020-11-03,04:30,263225,474778
2020-11-03,04:40,263970,490578
2020-11-03,04:50,262996,482426
2020-11-03,05:00,259357,434519
2020-11-03,05:10,252907,427673
2020-11-03,05:20,247195,438059
2020-11-03,05:30,240349,435475
2020-11-03,05:40,232516,416276
2020-11-03,05:50,224118,463073
2020-11-03,06:00,215839,443844
2020-11-03,06:10,205234,424092
2020-11-03,06:20,195734,369821
2020-11-03,06:30,187082,377674
2020-11-03,06:40,177838,375594
2020-11-03,06:50,169503,374187
2020-11-03,07:00,161451,336286
2020-11-03,07:10,153589,219162
2020-11-03,07:20,147670,194609
2020-11-03,07:30,142046,147160
2020-11-03,07:40,137642,143294
2020-11-03,07:50,134717,140903
2020-11-03,08:00,132351,207460
2020-11-03,08:10,130480,195575
2020-11-03,08:20,130277,189524
2020-11-03,08:30,130687,197455
2020-11-03,08:40,131750,202403
2020-11-03,08:50,133025,199181
2020-11-03,09:00,135603,210513
2020-11-03,09:10,138495,214479
2020-11-03,09:20,141260,217505
2020-11-03,09:30,145135,225734
2020-11-03,09:40,149411,195882
2020-11-03,09:50,153416,181243
2020-11-03,10:00,156525,191653
2020-11-03,10:10,160095,175514
2020-11-03,10:20,163676,173841
2020-11-03,10:30,166146,181082
2020-11-03,10:40,168281,184253
2020-11-03,10:50,169129,188526
2020-11-03,11:00,168815,193608
2020-11-03,11:10,167594,192619
2020-11-03,11:20,167188,184284
2020-11-03,11:30,166168,190250
2020-11-03,11:40,164089,187445
2020-11-03,11:50,161362,110528
2020-11-03,12:00,158204,119646
2020-11-03,12:10,153811,114722
2020-11-03,12:20,150307,102412
2020-11-03,12:30,146200,99305
2020-11-03,12:40,142559,99926
2020-11-03,12:50,138488,100269
2020-11-03,13:00,133889,102455
2020-11-03,13:10,128121,101132
2020-11-03,13:20,123131,100472
2020-11-03,13:30,118760,99558
2020-11-03,13:40,114370,95749
2020-11-03,13:50,110033,91708
2020-11-03,14:00,104743,81785
2020-11-03,14:10,99299,86086
2020-11-03,14:20,95154,85312
2020-11-03,14:30,91339,84985
2020-11-03,14:40,87486,82093
2020-11-03,14:50,84257,78773
2020-11-03,15:00,80836,80906
2020-11-03,15:10,77300,41308
2020-11-03,15:20,75026,39440
2020-11-03,15:30,72781,38390
2020-11-03,15:40,70984,37035
2020-11-03,15:50,69489,34890
2020-11-03,16:00,67647,32378
2020-11-03,16:10,66063,32066
2020-11-03,16:20,64894,23483
2020-11-03,16:30,64215,26092
2020-11-03,16:40,64821,25345
2020-11-03,16:50,64788,26456
2020-11-03,17:00,64674,26931
2020-11-03,17:10,64660,27711
2020-11-03,17:20,64718,28530
2020-11-03,17:30,64963,28680
2020-11-03,17:40,65328,29180
2020-11-03,17:50,64926,31957
2020-11-03,18:00,64630,31178
2020-11-03,18:10,64901,30866
2020-11-03,18:20,65962,39100
2020-11-03,18:30,67055,38988
2020-11-03,18:40,67434,40527
2020-11-03,18:50,67190,39102
2020-11-03,19:00,67030,41464
2020-11-03,19:10,66690,44272
2020-11-03,19:20,67096,44064
2020-11-03,19:30,68001,43296
2020-11-03,19:40,68315,44251
2020-11-03,19:50,68795,47213
2020-11-03,20:00,70236,48012
2020-11-03,20:10,71251,48585
2020-11-03,20:20,73034,48976
2020-11-03,20:30,74850,51755
2020-11-03,20:40,76854,54918
2020-11-03,20:50,78635,57034
2020-11-03,21:00,80200,66695
2020-11-03,21:10,82583,76723
2020-11-03,21:20,85292,74630
2020-11-03,21:30,87550,75438
2020-11-03,21:40,89862,74544
2020-11-03,21:50,92257,73920
2020-11-03,22:00,93831,77868
2020-11-03,22:10,96310,68466
2020-11-03,22:20,98556,72510
2020-11-03,22:30,100471,71955
2020-11-03,22:40,102569,71794
2020-11-03,22:50,104141,73133
2020-11-03,23:00,105458,60874
2020-11-03,23:10,107225,85423
2020-11-03,23:20,109096,128148
2020-11-03,23:30,110438,154234
2020-11-03,23:40,112140,164382
2020-11-03,23:50,114375,176336
2020-11-04,00:00,116053,216045
2020-11-04,00:10,117890,273210
2020-11-04,00:20,120091,290324
2020-11-04,00:30,122848,337252
2020-11-04,00:40,125422,359638
2020-11-04,00:50,128390,373316
2020-11-04,01:00,130894,394860
2020-11-04,01:10,134761,408075
2020-11-04,01:20,138569,421650
2020-11-04,01:30,142576,413674
2020-11-04,01:40,146955,421984
2020-11-04,01:50,151558,418559
2020-11-04,02:00,155956,441478
2020-11-04,02:10,162026,407536
2020-11-04,02:20,168849,403198
2020-11-04,02:30,174596,413050
2020-11-04,02:40,181598,402306
2020-11-04,02:50,188318,413282
2020-11-04,03:00,195203,341218
2020-11-04,03:10,206018,337479
2020-11-04,03:20,215935,352843
2020-11-04,03:30,224497,362386
2020-11-04,03:40,234358,292021
2020-11-04,03:50,242018,287203
2020-11-04,04:00,247294,293885
2020-11-04,04:10,253974,306720
2020-11-04,04:20,259092,351874
2020-11-04,04:30,262559,373014
2020-11-04,04:40,264004,350344
2020-11-04,04:50,263634,360390
2020-11-04,05:00,262103,364740
2020-11-04,05:10,256910,353703
2020-11-04,05:20,251249,363504
2020-11-04,05:30,245079,354102
2020-11-04,05:40,237317,340506
2020-11-04,05:50,229778,337664
2020-11-04,06:00,221842,349697
2020-11-04,06:10,212789,342418
2020-11-04,06:20,204625,324124
2020-11-04,06:30,196603,319461
2020-11-04,06:40,188456,312185
2020-11-04,06:50,180457,305175
2020-11-04,07:00,172752,247554
2020-11-04,07:10,164141,227053
2020-11-04,07:20,157260,199738
2020-11-04,07:30,70277,191692
2020-11-04,07:40,121892,189115
2020-11-04,07:50,141327,164024
2020-11-04,08:00,138768,119983
2020-11-04,08:10,135935,102691
2020-11-04,08:20,134204,97618
2020-11-04,08:30,133019,84292
2020-11-04,08:40,133955,98622
2020-11-04,08:50,134842,98490
2020-11-04,09:00,136249,98486
2020-11-04,09:10,137937,107071
2020-11-04,09:20,140565,88789
2020-11-04,09:30,143539,78440
2020-11-04,09:40,146415,68924
2020-11-04,09:50,148830,69300
2020-11-04,10:00,150680,70658
2020-11-04,10:10,152413,73756
2020-11-04,10:20,154787,111689
2020-11-04,10:30,156407,111290
2020-11-04,10:40,157738,112904
2020-11-04,10:50,158517,111902
2020-11-04,11:00,158390,117602
2020-11-04,11:10,156977,113869
2020-11-04,11:20,155454,108976
2020-11-04,11:30,154469,109810
2020-11-04,11:40,152459,107329
2020-11-04,11:50,150836,106767
2020-11-04,12:00,148144,106388
2020-11-04,12:10,144038,106764
2020-11-04,12:20,139921,72372
2020-11-04,12:30,136562,68298
2020-11-04,12:40,132971,87091
2020-11-04,12:50,129113,84343
2020-11-04,13:00,124910,71425
2020-11-04,13:10,119947,70134
2020-11-04,13:20,115483,73308
2020-11-04,13:30,111396,69446
2020-11-04,13:40,107430,58830
2020-11-04,13:50,103079,56327
2020-11-04,14:00,98796,53448
2020-11-04,14:10,94097,53051
2020-11-04,14:20,90625,53297
2020-11-04,14:30,86980,45676
2020-11-04,14:40,83679,38774
2020-11-04,14:50,80632,35223
2020-11-04,15:00,77519,25728
2020-11-04,15:10,74590,23185
2020-11-04,15:20,72093,22887
2020-11-04,15:30,69994,20691
2020-11-04,15:40,68253,20474
2020-11-04,15:50,67012,20668
2020-11-04,16:00,66034,21138
2020-11-04,16:10,64277,23589
2020-11-04,16:20,63453,23322
2020-11-04,16:30,62908,20625
2020-11-04,16:40,62767,21428
2020-11-04,16:50,62811,21379
2020-11-04,17:00,62073,20686
2020-11-04,17:10,61187,21020
2020-11-04,17:20,61239,20922
2020-11-04,17:30,61854,22147
2020-11-04,17:40,62552,21240
2020-11-04,17:50,62492,21536
2020-11-04,18:00,62214,20557
2020-11-04,18:10,62315,18799
2020-11-04,18:20,62957,19369
2020-11-04,18:30,63994,18021
2020-11-04,18:40,64940,18035
2020-11-04,18:50,65106,18943
2020-11-04,19:00,64949,19714
2020-11-04,19:10,64900,19409
2020-11-04,19:20,65705,18831
2020-11-04,19:30,66930,18841
2020-11-04,19:40,67819,19401
2020-11-04,19:50,68425,19265
2020-11-04,20:00,69276,18757
2020-11-04,20:10,70786,17481
2020-11-04,20:20,72779,25078
2020-11-04,20:30,73905,20255
2020-11-04,20:40,76848,18701
2020-11-04,20:50,78795,21382
2020-11-04,21:00,80335,27069
2020-11-04,21:10,82295,22857
2020-11-04,21:20,84982,24429
2020-11-04,21:30,86916,31342
2020-11-04,21:40,88838,32866
2020-11-04,21:50,91075,44103
2020-11-04,22:00,92955,45114
2020-11-04,22:10,94620,46991
2020-11-04,22:20,97034,47520
2020-11-04,22:30,99009,47499
2020-11-04,22:40,101042,46400
2020-11-04,22:50,103200,44926
2020-11-04,23:00,104211,45010
2020-11-04,23:10,105094,38741
2020-11-04,23:20,106907,40244
2020-11-04,23:30,107936,44270
2020-11-04,23:40,109433,30869
2020-11-04,23:50,110953,36263
2020-11-05,00:00,111984,42034
2020-11-05,00:10,113635,84980
2020-11-05,00:20,115922,113356
2020-11-05,00:30,117727,121915
2020-11-05,00:40,119025,134041
2020-11-05,00:50,118559,138437
2020-11-05,01:00,120200,139324
2020-11-05,01:10,124089,139890
2020-11-05,01:20,127405,144065
2020-11-05,01:30,130595,144425
2020-11-05,01:40,134125,147208
2020-11-05,01:50,137227,146079
2020-11-05,02:00,140598,139392
2020-11-05,02:10,146484,144984
2020-11-05,02:20,151955,144652
2020-11-05,02:30,156454,152071
2020-11-05,02:40,162511,157500
2020-11-05,02:50,169678,155288
2020-11-05,03:00,177598,134342
2020-11-05,03:10,188979,145057
2020-11-05,03:20,199509,144225
2020-11-05,03:30,207867,177884
2020-11-05,03:40,217235,146000
2020-11-05,03:50,223873,154701
2020-11-05,04:00,230553,144263
2020-11-05,04:10,239366,226480
2020-11-05,04:20,246189,231036
2020-11-05,04:30,250370,258558
2020-11-05,04:40,252647,282766
2020-11-05,04:50,253327,328455
2020-11-05,05:00,252080,336904
2020-11-05,05:10,246624,331012
2020-11-05,05:20,241782,336190
2020-11-05,05:30,234900,300692
2020-11-05,05:40,227274,288303
2020-11-05,05:50,220053,288296
2020-11-05,06:00,211861,287596
2020-11-05,06:10,202147,281185
2020-11-05,06:20,193186,271506
2020-11-05,06:30,185152,148271
